c delta Delta_fund Delta_debt lam lam_prem_shift
0.8891437156105371 0.7067516770810487 -1.0654131859661078 2.368975723461943 0.3733347948679601 0.6460826963229156
0.9266230998431711 0.5529958336451664 -0.28878358117386593 4.861626939720674 0.13718370671108487 -0.5573558367589753
0.9908756880288112 3.3194736301853656 -1.231074067802332 1.2323287001077734 0.3168662229760225 0.34576296818224783
0.9189780634933588 0.3114522564165947 -1.166565604265882 2.342030215728011 0.227642305224828 -0.1131145299318419
0.9748496016533512 2.405620550831681 -0.0590970980726353 1.4975357419691049 0.18577373649112175 -0.321448699041305
0.9370364326344358 4.433860282065863 -1.8011830281905177 0.15558457356679598 0.16573534591297426 -0.41951180821302003
0.8826216485783516 4.975815835729745 -1.785927233114283 1.1288511229672609 0.35137779642355443 0.5284331742483088
0.9952066740026986 2.3757081848396817 -1.2821833801034113 2.0240088667751164 0.29107922112149315 0.21111886481102804
0.8999426222258298 -1.6799551126226406 -1.1998048317885726 1.772389821040068 0.2138742938986 -0.1821301087850582
0.9399318420776128 2.6999768612370247 -1.2182245576036852 1.286860601405624 0.29530405922428915 0.23306817132394375
0.913967594049094 2.5360998464170668 -1.4925399516818854 0.3101861747910348 0.18778823808440806 -0.3115306794373227
0.9118527294663362 2.093989785394167 -0.13905873826863435 3.9492903963074513 0.38357417697575613 0.7013183018774587
0.916541846997304 1.6498461701884293 -0.4270564446901175 3.7915726610232894 0.19395495919084788 -0.28110284285958187
0.9686274122625448 0.1275023892329794 -1.8638626615560447 2.058734106193173 0.31566132435976063 0.3394361125422716
0.9366959768911944 1.3985000009604538 -1.3856455379115953 2.9143161283786805 0.19276511313482253 -0.2869816492055959
0.9308457823280176 2.0590481503745064 -1.2749938465159292 2.648355459482024 0.23424158889146185 -0.07985999499717966
0.8887096078508333 -0.9426219402407972 -0.11150434691578924 3.1433651472463278 0.056342554817284736 -0.9353255316213369
0.9580811903503376 4.307218513983344 -0.6660826722005033 0.21634201893349048 0.487528600894185 1.274742415673427
0.9867598232550759 -1.851540933535203 -1.588665612143183 3.115807888665376 0.3253951574195517 0.3906465903575551
0.945424391000096 -0.06904953891163057 -1.7545157143103158 1.5936267359517715 0.4542688200851497 1.088858803546679
0.8750634731979119 -1.6199098430410863 -1.8233356506095373 3.668882350544609 0.32249787756039866 0.37538027367841575
0.9658358845923816 -0.6200094739538621 -0.6436906602740717 1.040725608757827 0.39365487095199575 0.7559247608273107
0.8604172675152556 2.8390173966206587 -0.8357194783759827 0.5294037012880058 0.1309614132841367 -0.5870994081019969
0.8977699204540585 -0.5708379782301849 -1.9417208621639552 0.05232750237624505 0.06228914719050704 -0.9081554413690833
0.8672092061508575 2.200019103630824 -0.1634153137996921 3.7309552310422416 0.30140746258731915 0.26485385627313995
0.855923242289692 2.9376259154376863 -1.8276799457163044 4.969733361280976 0.3487856879807538 0.5146167805767181
0.9031586106361909 4.898734789335569 -1.7024364637041938 4.568861145211429 0.4472036863074709 1.049657609982626
0.9757217015786488 2.5754120277837966 -0.2400104711403177 0.10907004585997464 0.3037184727123407 0.276912832966719
0.8566078893818394 0.6006476570095916 -1.5106369454370625 2.467998429365349 0.16161148134972833 -0.4395586772341984
0.9678995951904904 4.1455066420230935 -0.2615365487084542 3.1811418424938176 0.11227000289356126 -0.6758010657717826
0.9778747170129196 4.684951486516536 -0.2791388469997851 3.5683347909333123 0.4054500218064271 0.8201004860382595
0.9532671984151582 0.21490627529684625 -1.911872998837416 4.0325593624128695 0.09164994785623096 -0.7725199478029996
0.8787620363960919 4.351469036778369 -0.7770605684987906 0.553250784372711 0.25373723718853497 0.019032163527133328
0.9638011140069712 -0.1454111136773779 -1.3948623716288715 1.8487003365393564 0.4854917392834687 1.2632963192200872
0.8778985752013847 3.702168773203177 -0.9034570003475813 4.369819439101399 0.3776449538993103 0.6693050530878581
0.9291903004027796 2.7568862019795177 -0.8777941657392858 2.438993892180042 0.38775987470475975 0.7239647774208295
0.9701216900747888 -1.4108284498566632 -0.6048290518456358 0.595058391571435 0.20654190317100848 -0.21868378993632387
0.8862130596988146 2.997032046405007 -0.4485739960210027 4.334212945297635 0.14971164611706025 -0.49714676465481045
0.9347761032743948 3.5584095001223157 -1.094030015563713 3.4901798869670317 0.3460473647173532 0.5000378540493875
0.9883943539440035 2.894283017526959 -1.4779331911722733 0.6452476039104362 0.2004054003545268 -0.24916714765839298
0.9649329239523544 -1.0551490438788576 -0.6266819726378929 2.7109924245138157 0.17242717562567508 -0.3868837005446064
0.9045963473597424 -0.4723901415680421 -0.7553293274750521 4.6741215600390635 0.22351968353942944 -0.1338318165768344
0.8939043243786005 0.9249186970424006 -0.5229363098663449 0.3417641875671102 0.4338191364284485 0.9756732813633144
0.9335233117868726 4.011161970310003 -1.1565282594397597 4.034478964439678 0.14439985802360236 -0.5227277666779111
0.9123484100722538 -0.9920910519696148 -0.3041769525923599 2.798124524324353 0.3352641596666731 0.442796675776127
0.8658335745823394 4.842853290963221 -1.8840589489608488 0.8299779369115358 0.23279681661983415 -0.08714995611330512
0.9768475359420202 2.494011839789839 -0.8173935458420312 4.2111098761481855 0.048636927638466214 -0.9703808492852057
0.9433053758615711 3.7746294957488935 -1.6892657581449837 0.23785254534143954 0.14257787564791607 -0.5314844110277237
0.8635389611619706 4.565797532292764 -0.3815861570482697 3.213639305952693 0.10518722973214836 -0.7091579541089388
0.8877560317328523 1.473268189699103 -1.2098234634786007 1.18678739850723 0.4825810633261266 1.2469537789097211
0.8807938059882205 -1.5312657445835898 -0.03036199384866612 0.08707198710342064 0.4422770747989349 1.0223823914673185
0.8685972819806349 -0.909547510362 -0.5611768532415742 3.85344205400732 0.03927100525116424 -1.0127577441832094
0.9279615503559636 4.621443950684889 -0.7870953625469899 3.651386370724561 0.41562389774181707 0.875696329080462
0.9819131539493212 3.7879838083657478 -1.0014351674777318 1.7241689611068078 0.3273172813314361 0.40078556976007107
0.8833558401265994 -0.39989687822323017 -1.7979047225011948 2.2658738246011167 0.06787362248170584 -0.8825472224168429
0.9177302292034866 0.05830538827526821 -1.732083754690426 1.3977911208674498 0.06338524796062797 -0.9031362219802448
0.993044580286712 -1.1342845438577451 -1.6199381671660793 0.4565233325849555 0.23766870045916766 -0.06254620012276213
0.9003030561179853 4.4787931064104365 -1.8996414802633432 4.464177637847143 0.022250522859329658 -1.0891142813284724
0.8952364937152334 -0.034735963370836835 -0.19901099393013366 0.2972516333886628 0.4757226479919177 1.2085111251658907
0.9591741151109848 1.6356277714667329 -1.5820920600692578 0.6279399243772086 0.157780562262569 -0.45814013186268543
0.9911019773452348 -0.5493566716979084 -0.3272252294424889 1.8221623986764957 0.15126209047753164 -0.48966542523338674
0.9525524959093676 -0.2300011799434987 -0.2305922187544318 3.5068450287890727 0.4308339724139748 0.959223105420925
0.9896323095050412 2.3088880289880027 -1.985781571083046 1.466508513364366 0.07282124976800135 -0.859784574832906
0.9256202505934599 -0.3057210758125464 -1.4162860785476017 4.2695664182192985 0.4924141143444469 1.302229011997846
0.9565961436791156 -1.8731479127399484 -1.250309134476927 1.641695882939017 0.42589343319700224 0.9320384764810603
0.9485764947519372 4.221589092400409 -0.6699296013139261 4.879062289272259 0.26334978241354795 0.0681467032825358
0.9024635795375416 3.905959395503523 -1.1167104476610763 0.3902444150701213 0.2505420596073509 0.002758286047942704
0.9822562832920932 -0.8352520536554255 -1.9868409466097237 3.2635432195626657 0.08118535678009975 -0.8211444292930796
0.9506592140755756 -1.3084593577544978 -0.15310413744069076 2.4078548379932796 0.4513561778093104 1.0726855923131016
0.8922798772998561 -1.1029292369878263 -1.6332709067906697 4.467003865442405 0.4276319455030269 0.9415985647106604
0.90925736177048 0.7955738768497249 -1.6658782883194083 2.211919498778003 0.08951678932094771 -0.7824570586653197
0.960878940274982 0.940239815492645 -0.18275591225088705 1.6777753982482784 0.08645598191382511 -0.7966929794818984
0.9411404512859396 3.2052339632991536 -0.8651725133009718 0.499338429281465 0.11410407097603308 -0.6671404538506458
0.9213848209114548 3.3832812749758414 -0.4039580656226638 4.795776170285638 0.2995715957741106 0.2552834119935161
0.9079054481541136 0.4790635883392938 -0.4948401333862302 3.381052471243157 0.2601105625929759 0.0515701923426608
0.9726753629032558 3.2277713295299133 -0.02141836885334536 3.463988184874798 0.07396154185748895 -0.8545284698789093
0.9696286020369752 4.628865529605156 -0.4822817979949698 0.009508368377331764 0.2888672336378717 0.19964430940482547
0.8707691991758203 1.2771620780081865 -1.4658606673842756 3.996690879760018 0.2695042612711916 0.09971427447244618
0.9870108418387334 -0.6807834339546075 -1.3452337318822476 2.8925803560304213 0.15410901674702174 -0.47591108597279064
0.9540846294884476 -1.2842601248854042 -0.12158008123576658 1.2523172304053232 0.2755141399426697 0.13063129206446433
0.9052774398204412 -0.32500163498287793 -1.7152579215100012 2.6807569736512886 0.4185717922234639 0.891846619889054
0.8817913917849529 1.9337929754157432 -1.2634640312559555 3.801045256292564 0.0015544653229690073 -1.1808153229543725
0.9628578678315428 2.665727438766448 -1.0208956920406689 2.759347691299533 0.051753090618385775 -0.9562251222838629
0.9449344975441444 1.8442850680667229 -0.4164141116306181 1.9379841225570669 0.4579670448951543 1.1094188932682458
