 sweIndex_wet sweIndex_avg sweIndex_dry cfd_wet cfd_avg cfd_dry gen_wet gen_avg gen_dry powWt_wet powWt_avg powWt_dry powIndex_wet powIndex_avg powIndex_dry rev_wet rev_avg rev_dry
0 14.195104260055356 48.21383749669939 13.157747227000172 10.524421151808003 -23.494312084836032 11.561778184863186 1.341772053683029 2.0059365242165677 1.4207052504865971 37.48943228064762 42.78624589811132 38.85974090026864 37.1245597568607 37.084540954116726 39.12198803703163 117.44737867818735 144.06666447937934 120.11407524036154
1 21.875976493801474 11.896054891603473 17.985455894210215 2.8435489180618845 12.823470520259885 6.734069517653143 1.6711413821811119 1.0291968554381663 1.539016328044424 36.954686882307236 30.0585421195073 43.75285137086118 43.69669133575321 39.49045085668437 39.33228634841715 127.55181443747415 104.87327908245581 125.57994258711383
2 22.25394512657073 34.688213079558544 21.707445009214396 2.465580285292628 -9.968687667695185 3.0120804026489623 1.713169044866908 2.0321488425267935 1.6170149339759605 33.83081985738281 38.60131284031364 35.21707459921857 36.40249464496406 40.03454801437837 44.42832979934288 127.24784711474429 142.66809063809131 126.28369549422051
3 15.043638817119533 25.016095840867536 29.23492347807756 9.675886594743826 -0.29657042900417707 -4.515398066214203 0.8444721984102035 1.791672726620922 1.9119920911244057 33.24379401172261 29.640558152980933 46.486533747098896 42.527519365028 42.28343017271456 38.2937809995954 98.50764253553383 128.56205797390348 142.18881703986827
4 43.37309601043759 11.870404618945427 35.52335208245972 -18.653570598574234 12.849120792917931 -10.803826670596365 1.7427968223492103 1.291092749988375 1.913023039801554 38.825929942819116 42.29361155621762 42.74180494333806 41.52553942247074 41.686857400482175 38.839716068563256 132.87038230720339 114.12674399874123 141.0353605516481
5 20.831429413822846 13.546221696868727 20.478643936818234 3.8880959980405123 11.173303714994631 4.240881475045125 1.5022025648508082 1.3051428474383333 1.1997762871508753 27.423652373390443 32.944731918557984 39.43042986009076 37.10088033069447 41.6863207265977 42.77954757446518 118.39906808504765 115.94094080463184 112.25687350015885
6 8.252368163985308 37.00932761345656 55.61530091927968 16.46715724787805 -12.289802201593204 -23.722744109163614 1.161638544344032 1.9559701789671327 2.282213341237184 39.76603096791734 29.542921203977084 36.095967814650166 42.51985458194326 34.57190790723395 41.06144083179315 110.86773550511778 133.64844214359468 151.4028917963788
7 15.152452613717529 29.722466331317236 25.179077685528956 9.56707279814583 -5.002940919453877 -0.45955227366559726 1.3289798420839027 2.0021837572951418 1.795884064758658 29.93637354004979 45.49999717113549 28.074711616032754 39.210901514448544 40.721813873568564 39.51341277905732 112.38634365858417 146.14507877342004 126.72622452333502
8 42.70463526724311 30.549639192709222 9.449542874539608 -17.985109855379754 -5.830113780845863 15.269982537323749 2.121294351291909 1.8025294567581438 0.9233768450604216 40.49546876676901 47.58841935991756 49.622749312960615 41.53823948055438 45.10793230374366 41.357030323961965 146.53135532237079 136.13769642300343 100.23062496117913
9 49.28259420469953 24.65615484192064 17.622340442005694 -23.722744109163614 0.06337056994271961 7.097184969857665 2.379715749789528 1.8930225020018219 1.1886895430552573 35.28875703430927 30.488453965215722 33.80654540953647 44.40216103413088 36.29898877767093 39.56672626377949 155.38315679403178 133.0253208079524 109.48581340831673
10 41.95023138334941 21.782400423922073 16.967736660619767 -17.230705971486053 2.937124987941285 7.751788751243591 1.9787362319211272 1.1955476628513377 1.4002892773260769 51.961815021032336 29.714866965834 38.344577121691096 38.32150965829361 44.45856301333378 38.444123140785685 147.92139009734413 109.43775932259784 119.70918785859634
11 36.9413938698768 17.34502714246165 23.138017985719774 -12.22186845801344 7.374498269401709 1.5815074261435846 2.0111179929866876 1.2264813725429629 1.461297880957192 46.86727671574763 33.80510862066169 38.07123179822007 36.00077042756146 39.04194022041553 38.3848023383284 146.33152982931924 112.153081579506 122.77970123184474
12 25.283834912336395 29.708243537909322 18.23647885075412 -0.564309500473037 -4.988718126045963 6.483046561109237 1.7099832365156151 1.7173742609981053 1.4129192299332025 41.594869204704835 40.730477743626885 38.70397637447862 43.6128311164194 40.989585212166915 42.608659047952194 132.17410783602747 132.6541069146396 120.0478681507692
13 33.23654729351455 41.217582045407376 7.400743058072817 -8.51702188165119 -16.498056633544017 17.318782353790542 1.8461385484040786 1.959929847976371 0.7733395427239447 48.451273717554635 47.29033297604082 45.740807680777415 36.39286812628896 44.35548672559282 35.36976462596104 140.9183077884242 143.2877457457509 95.27797137633684
14 48.530281382177385 28.297650864090627 21.220482430980212 -23.722744109163614 -3.578125452227269 3.4990429808831465 2.0720214282920137 1.6178191720137962 1.3303780562554384 37.053292251539084 42.78973192060364 40.20458558124547 39.08709288253848 43.10645420771645 45.1913707819983 143.7548899914047 129.5330427038658 116.6123569971346
15 33.92147523311692 44.807128464863474 25.017831613614938 -9.201949821253564 -20.087603053000116 -0.2983062017515792 1.8622510481527725 1.6925456740136435 1.3197692626108664 39.87755877288957 32.529199412134176 52.06056997022096 38.39928333776953 36.96987788844248 36.433850660932805 137.7489765915985 126.05231550729617 118.14731881162423
16 66.49588925612852 35.31713043955612 9.196896054971091 -23.722744109163614 -10.597605027692758 15.522629356892267 2.2768589555842493 1.607362222448715 1.0049739495462553 57.636398262642054 47.524841742988365 26.30563296469799 43.89188989638504 42.91901553200789 36.55183526679046 164.26761734488343 129.75341987761527 104.56879422681416
17 22.505148828465437 21.74724009998043 28.708853522835973 2.2143765833979216 2.9722853118829278 -3.9893281109726146 1.3525956335459466 1.2779630514899663 1.6761353378181336 43.44467189883615 39.274285359649056 32.4300045393327 37.29175040824348 37.99476558817906 42.40002109696077 118.0378213010448 113.56397887643804 126.99633502928052
18 28.328919075645448 84.97887998955503 23.720742815415417 -3.6093936637820896 -23.722744109163614 0.998782596447942 1.7950977745581929 2.3130397162989365 1.4577773143220596 40.91672345294765 32.42780927719641 53.05468115212701 44.07409724985747 38.063431933897114 38.76117985862928 134.5154918703981 148.15991453295112 125.63603096371463
19 29.440145862124062 21.927416123641194 38.66543997688446 -4.720620450260704 2.7921092882221643 -13.945914565021098 1.764928890370994 1.5385980015183631 1.8497251977006373 30.17728567986254 31.133947316304642 36.877100186149036 35.10784037276106 41.855331458181226 43.6232359734204 126.92879984995868 118.21238551546203 135.7102572551635
20 22.496505496692865 25.495819160939103 23.621089428453153 2.223019915170493 -0.7762937490757444 1.098435983410205 1.516703999571068 1.7072274534004155 1.397371710078753 30.83594709787264 39.44402102326114 38.80234736698677 37.65971397767705 43.8151616888726 36.507761271971795 121.52096648009423 131.6857977136328 119.10991472300256
